Node ID,Longitude,Latitude,Degree Centrality,Betweenness Centrality
2.0,1272798.19742812,229164.418078706,3.0,3162099.6129348874
6.0,1276842.76677626,227487.097628996,3.0,26244.15301748242
7.0,1258877.97200587,249895.359603941,4.0,1098858.2180182778
8.0,1258234.31478922,249910.516403958,4.0,1355868.2318122473
12.0,1280456.64569198,212688.49274984,3.0,401795.4918110754
14.0,1271933.94097924,224815.773914248,4.0,51987.52635697723
18.0,1277381.21746482,215035.505424246,4.0,67816.15362124126
20.0,1283574.34284717,261045.015423357,1.0,0.0
21.0,1283809.09996741,261058.46521537,4.0,78039.88413772012
22.0,1262965.77060206,243687.401837572,3.0,71791.25040113757
23.0,1262421.63684151,243696.967469588,3.0,45371.11950247885
25.0,1267586.72785479,255298.186041474,4.0,1505759.3303519357
27.0,1285233.68665686,243221.913645104,3.0,28322.488114843087
30.0,1263108.5517862,234405.380708069,3.0,70016.95306020378
31.0,1262935.07281002,234409.333796084,3.0,72593.25941355308
34.0,1258800.58698179,246142.062000096,4.0,975447.6365021789
35.0,1258809.9760378,246596.084016562,4.0,627119.5844431502
36.0,1279401.98706689,212638.938061789,4.0,1973585.251641064
37.0,1279694.18789919,212782.37543793,4.0,2967661.683559469
38.0,1274815.57855019,214267.166415453,4.0,350037.1310984977
42.0,1263738.66269885,193118.371449798,4.0,62743.61972411329
43.0,1263720.30877884,192449.732985109,4.0,962843.4629642202
44.0,1256988.76483594,256314.264378503,3.0,149709.04664762266
45.0,1256994.74377994,256567.370490775,3.0,92583.89376053616
46.0,1279509.896635,249937.870963976,4.0,198073.21001401937
48.0,1259622.40195863,247186.093681157,3.0,28605.312758124244
49.0,1259624.42359065,247281.280817255,3.0,5087.42583085861
51.0,1270458.83204973,249104.497331128,4.0,176411.9313772546
52.0,1263328.80791444,257652.461179882,4.0,91822.98614910296
57.0,1268277.31735949,172954.348773152,4.0,83823.53835059894
58.0,1267949.29604717,172956.300197154,4.0,31913.2793902888
