Node ID,Longitude,Latitude,Degree Centrality,Betweenness Centrality,Log Betweenness Centrality
10762.0,1255809.51849873,235603.019045293,3.0,1318.204998240794,7.18402624032801
11406.0,1254875.22275378,235348.94480504104,3.0,14107.314768623904,9.554448719764107
1040.0,1255601.27120252,235603.713317305,4.0,16274.855008137847,9.697376558166907
1042.0,1255917.65865885,236406.366886124,3.0,35771.83423690571,10.484916109577043
1043.0,1255619.98211454,236409.460390121,4.0,19149.253326542403,9.860019003067556
1559.0,1255270.23184218,236669.39984639,3.0,24673.50901325584,10.113485437481321
4127.0,1255920.72496285,236506.309606224,3.0,49310.03590141224,10.805882907293595
13989.0,1255334.81469025,236412.95088613,3.0,9084.974937927298,9.114377222205366
12330.0,1255275.22230619,236932.922918662,3.0,2846.504301411087,7.953846959512807
14124.0,1255913.19081883,236246.41904595503,3.0,37669.41963890139,10.536603894114032
10032.0,1255241.39069015,235606.267429307,4.0,3929.71164616381,8.276321329694014
11186.0,1255635.51421055,236929.227046654,4.0,50234.41410264607,10.824455610698035
12498.0,1255074.01795398,234843.659684524,1.0,0.0,
5591.0,1255222.62563413,234816.604004502,3.0,54198.02946968127,10.900399830118872
5592.0,1255228.90480214,235086.517476767,4.0,2150.3669059438616,7.673393760489361
857.0,1255588.8971865,235084.005668774,4.0,25057.985597416693,10.128947842035467
9952.0,1255882.63056281,235081.95485276,3.0,33062.420454466344,10.4061525826837
4845.0,1255612.86237054,236149.557989866,4.0,19439.73300524524,9.87507434362203
4207.0,1255247.74563415,235873.693733573,4.0,41352.15161562391,10.629879733333265
368.0,1255269.04157017,236553.273766279,4.0,52961.56862775704,10.877321809276427
367.0,1255252.56944217,236153.93891786,3.0,9836.415928472576,9.193846688785328
14836.0,1255910.39888284,236146.458597854,3.0,38172.71698786674,10.549876324444334
7161.0,1255218.64566612,236659.415270388,3.0,35960.844981945425,10.490185986138892
16378.0,1255895.05833882,235570.736677274,4.0,43193.17524660032,10.673437781349213
2943.0,1255235.21552214,235346.43395704,4.0,15516.909330975026,9.649685632860574
